response,propensity_score,result_financeiro,result_acumulado
0,0.2443723,-399,34015640
0,0.24429724,-399,34015241
0,0.24429668,-399,34014842
0,0.24409023,-399,34014443
0,0.24404076,-399,34014044
0,0.24401233,-399,34013645
0,0.24398522,-399,34013246
0,0.24369098,-399,34012847
0,0.24368125,-399,34012448
0,0.24358116,-399,34012049
0,0.24335316,-399,34011650
0,0.24329449,-399,34011251
0,0.2430586,-399,34010852
0,0.24295235,-399,34010453
0,0.24288979,-399,34010054
0,0.24285398,-399,34009655
0,0.24281797,-399,34009256
0,0.24279304,-399,34008857
0,0.24247128,-399,34008458
0,0.24245866,-399,34008059
0,0.24241726,-399,34007660
0,0.24237762,-399,34007261
0,0.24230479,-399,34006862
0,0.24219142,-399,34006463
0,0.24211372,-399,34006064
0,0.24206853,-399,34005665
0,0.24204344,-399,34005266
0,0.24195234,-399,34004867
0,0.2419439,-399,34004468
0,0.24188961,-399,34004069
0,0.24180955,-399,34003670
0,0.2418021,-399,34003271
0,0.24174811,-399,34002872
0,0.24173877,-399,34002473
0,0.2417361,-399,34002074
0,0.24172787,-399,34001675
0,0.24168815,-399,34001276
0,0.24164139,-399,34000877
0,0.24155302,-399,34000478
0,0.24148546,-399,34000079
0,0.24143331,-399,33999680
0,0.24141069,-399,33999281
0,0.24119829,-399,33998882
0,0.2411553,-399,33998483
0,0.24109244,-399,33998084
0,0.24105339,-399,33997685
0,0.24097897,-399,33997286
0,0.24089435,-399,33996887
0,0.24088809,-399,33996488
0,0.24087238,-399,33996089
0,0.24058153,-399,33995690
0,0.24040642,-399,33995291
0,0.24034418,-399,33994892
0,0.24021006,-399,33994493
0,0.24015982,-399,33994094
0,0.24002202,-399,33993695
0,0.24000883,-399,33993296
0,0.23997521,-399,33992897
0,0.23986268,-399,33992498
0,0.23955564,-399,33992099
0,0.23954917,-399,33991700
0,0.23946989,-399,33991301
0,0.23935859,-399,33990902
0,0.23915237,-399,33990503
0,0.2391326,-399,33990104
0,0.23911124,-399,33989705
0,0.2390944,-399,33989306
0,0.23908868,-399,33988907
0,0.23906377,-399,33988508
0,0.23901026,-399,33988109
0,0.23901026,-399,33987710
0,0.23899244,-399,33987311
0,0.23895775,-399,33986912
0,0.23887615,-399,33986513
0,0.23885809,-399,33986114
0,0.23878615,-399,33985715
0,0.23876432,-399,33985316
0,0.23872961,-399,33984917
0,0.2387016,-399,33984518
0,0.23840451,-399,33984119
0,0.23838386,-399,33983720
0,0.23831984,-399,33983321
0,0.23831211,-399,33982922
0,0.23820245,-399,33982523
0,0.23819575,-399,33982124
1,0.23804201,5864,33987988
0,0.23800905,-399,33987589
0,0.23786706,-399,33987190
0,0.2378058,-399,33986791
0,0.23780157,-399,33986392
0,0.23765104,-399,33985993
0,0.23752402,-399,33985594
0,0.2373784,-399,33985195
0,0.2373687,-399,33984796
0,0.2373169,-399,33984397
0,0.23723412,-399,33983998
0,0.2372252,-399,33983599
0,0.23716383,-399,33983200
0,0.23715648,-399,33982801
0,0.23706147,-399,33982402
0,0.23704848,-399,33982003
0,0.23701501,-399,33981604
1,0.23691665,5864,33987468
0,0.23687853,-399,33987069
0,0.23683697,-399,33986670
0,0.23663205,-399,33986271
0,0.23657396,-399,33985872
0,0.23642759,-399,33985473
0,0.23604944,-399,33985074
0,0.23604944,-399,33984675
0,0.23595864,-399,33984276
0,0.23590808,-399,33983877
0,0.23583613,-399,33983478
0,0.23583493,-399,33983079
0,0.23578998,-399,33982680
0,0.2356814,-399,33982281
0,0.23564756,-399,33981882
0,0.23564258,-399,33981483
0,0.23562367,-399,33981084
0,0.2355858,-399,33980685
0,0.2355278,-399,33980286
1,0.23536447,5864,33986150
0,0.23529676,-399,33985751
0,0.23528358,-399,33985352
0,0.2352358,-399,33984953
0,0.23522002,-399,33984554
0,0.2352081,-399,33984155
0,0.23511216,-399,33983756
0,0.23499365,-399,33983357
0,0.23478818,-399,33982958
0,0.23472743,-399,33982559
0,0.23472533,-399,33982160
0,0.23463354,-399,33981761
0,0.23452032,-399,33981362
0,0.23448507,-399,33980963
0,0.23439248,-399,33980564
0,0.23435196,-399,33980165
0,0.23422183,-399,33979766
0,0.2341485,-399,33979367
1,0.23414621,5864,33985231
0,0.23408473,-399,33984832
0,0.2340483,-399,33984433
0,0.23399755,-399,33984034
0,0.23393892,-399,33983635
0,0.23384856,-399,33983236
0,0.2337961,-399,33982837
0,0.23369351,-399,33982438
1,0.23365112,5864,33988302
0,0.23362468,-399,33987903
0,0.23339884,-399,33987504
0,0.23326916,-399,33987105
0,0.2332256,-399,33986706
0,0.23319541,-399,33986307
0,0.2329719,-399,33985908
0,0.23293182,-399,33985509
0,0.23291017,-399,33985110
0,0.2328626,-399,33984711
0,0.2326793,-399,33984312
0,0.23266356,-399,33983913
0,0.23259939,-399,33983514
0,0.23249948,-399,33983115
1,0.23247717,5864,33988979
0,0.23245175,-399,33988580
0,0.23218463,-399,33988181
0,0.23211211,-399,33987782
0,0.2320892,-399,33987383
0,0.23195323,-399,33986984
0,0.23189923,-399,33986585
0,0.23182541,-399,33986186
0,0.23164414,-399,33985787
0,0.23150676,-399,33985388
0,0.23128243,-399,33984989
0,0.23124082,-399,33984590
0,0.23103377,-399,33984191
0,0.23088828,-399,33983792
0,0.23080206,-399,33983393
0,0.23070557,-399,33982994
0,0.23068355,-399,33982595
0,0.23052177,-399,33982196
0,0.23040952,-399,33981797
0,0.23040952,-399,33981398
0,0.2302813,-399,33980999
0,0.23020312,-399,33980600
0,0.23000593,-399,33980201
0,0.22997987,-399,33979802
0,0.22990154,-399,33979403
0,0.22969463,-399,33979004
0,0.2296554,-399,33978605
0,0.22957791,-399,33978206
0,0.22948019,-399,33977807
0,0.22944559,-399,33977408
0,0.22939299,-399,33977009
0,0.22938175,-399,33976610
0,0.2293118,-399,33976211
0,0.22930235,-399,33975812
0,0.2292917,-399,33975413
0,0.22925778,-399,33975014
1,0.22923557,5864,33980878
0,0.22912161,-399,33980479
0,0.22910364,-399,33980080
0,0.22902794,-399,33979681
0,0.22873308,-399,33979282
0,0.22871536,-399,33978883
0,0.22825593,-399,33978484
0,0.2279982,-399,33978085
0,0.22787964,-399,33977686
0,0.22751586,-399,33977287
1,0.22742082,5864,33983151
0,0.2273029,-399,33982752
0,0.22727916,-399,33982353
0,0.22707939,-399,33981954
0,0.22703277,-399,33981555
0,0.22701049,-399,33981156
0,0.226967,-399,33980757
0,0.22694784,-399,33980358
0,0.22672847,-399,33979959
0,0.22669542,-399,33979560
0,0.22661524,-399,33979161
0,0.2265561,-399,33978762
0,0.22641121,-399,33978363
0,0.22635911,-399,33977964
0,0.22620451,-399,33977565
0,0.2260522,-399,33977166
0,0.22600637,-399,33976767
0,0.22589736,-399,33976368
0,0.22588314,-399,33975969
0,0.22569096,-399,33975570
0,0.22564164,-399,33975171
0,0.22563002,-399,33974772
0,0.22556567,-399,33974373
0,0.22546865,-399,33973974
0,0.22530906,-399,33973575
0,0.2252,-399,33973176
0,0.2252,-399,33972777
0,0.225158,-399,33972378
0,0.22504814,-399,33971979
0,0.22498202,-399,33971580
0,0.22497657,-399,33971181
0,0.2249253,-399,33970782
0,0.2249253,-399,33970383
0,0.2248369,-399,33969984
0,0.22482154,-399,33969585
0,0.22480957,-399,33969186
0,0.22473127,-399,33968787
0,0.22471902,-399,33968388
0,0.2245995,-399,33967989
0,0.22443749,-399,33967590
0,0.22426169,-399,33967191
0,0.22416836,-399,33966792
0,0.22413583,-399,33966393
0,0.22411805,-399,33965994
0,0.22405507,-399,33965595
0,0.22388516,-399,33965196
0,0.2238778,-399,33964797
0,0.22371258,-399,33964398
0,0.22370191,-399,33963999
0,0.2236626,-399,33963600
0,0.22359538,-399,33963201
0,0.22352381,-399,33962802
0,0.22344472,-399,33962403
0,0.22322918,-399,33962004
0,0.22292659,-399,33961605
0,0.22292598,-399,33961206
0,0.22291037,-399,33960807
0,0.22290209,-399,33960408
0,0.22286353,-399,33960009
0,0.22273505,-399,33959610
1,0.22266807,5864,33965474
1,0.22263776,5864,33971338
0,0.22248891,-399,33970939
0,0.22242723,-399,33970540
0,0.22235492,-399,33970141
0,0.22225964,-399,33969742
0,0.22222689,-399,33969343
0,0.22222053,-399,33968944
0,0.2222112,-399,33968545
0,0.22218521,-399,33968146
0,0.2220255,-399,33967747
0,0.22197741,-399,33967348
0,0.22197615,-399,33966949
0,0.22185342,-399,33966550
0,0.22182071,-399,33966151
0,0.22168311,-399,33965752
0,0.22167157,-399,33965353
0,0.22166339,-399,33964954
0,0.22157337,-399,33964555
0,0.22150919,-399,33964156
0,0.22150105,-399,33963757
0,0.22136086,-399,33963358
0,0.22129427,-399,33962959
0,0.22118065,-399,33962560
0,0.22116272,-399,33962161
0,0.22108172,-399,33961762
0,0.2210025,-399,33961363
0,0.22092998,-399,33960964
0,0.22091088,-399,33960565
0,0.22073193,-399,33960166
0,0.2206637,-399,33959767
0,0.22055773,-399,33959368
0,0.2204236,-399,33958969
0,0.22028,-399,33958570
0,0.22026011,-399,33958171
0,0.22016428,-399,33957772
0,0.22009256,-399,33957373
0,0.21989977,-399,33956974
0,0.21985246,-399,33956575
0,0.21978593,-399,33956176
0,0.21975149,-399,33955777
0,0.21971518,-399,33955378
0,0.21961059,-399,33954979
0,0.21960151,-399,33954580
0,0.21956798,-399,33954181
0,0.21933113,-399,33953782
0,0.21931116,-399,33953383
0,0.21921016,-399,33952984
0,0.21905816,-399,33952585
0,0.21889839,-399,33952186
0,0.21866393,-399,33951787
0,0.21845782,-399,33951388
0,0.21838358,-399,33950989
0,0.21830624,-399,33950590
0,0.21823214,-399,33950191
0,0.21822202,-399,33949792
0,0.21803464,-399,33949393
1,0.21801259,5864,33955257
0,0.21786134,-399,33954858
0,0.21781948,-399,33954459
0,0.21769962,-399,33954060
0,0.21767053,-399,33953661
0,0.21765064,-399,33953262
0,0.21746424,-399,33952863
0,0.21742386,-399,33952464
0,0.21740873,-399,33952065
0,0.21715172,-399,33951666
0,0.21710533,-399,33951267
0,0.2168809,-399,33950868
1,0.21683906,5864,33956732
0,0.21680915,-399,33956333
0,0.21679458,-399,33955934
0,0.21610858,-399,33955535
0,0.21608713,-399,33955136
0,0.216054,-399,33954737
0,0.2160431,-399,33954338
0,0.21603136,-399,33953939
0,0.21578714,-399,33953540
0,0.215783,-399,33953141
0,0.21576479,-399,33952742
0,0.21572211,-399,33952343
0,0.21548556,-399,33951944
0,0.21544781,-399,33951545
0,0.21541849,-399,33951146
0,0.21539378,-399,33950747
0,0.21537079,-399,33950348
0,0.21535668,-399,33949949
0,0.21531905,-399,33949550
0,0.21518804,-399,33949151
0,0.21515156,-399,33948752
0,0.21511509,-399,33948353
0,0.21499814,-399,33947954
0,0.21493639,-399,33947555
0,0.21485285,-399,33947156
0,0.21482675,-399,33946757
0,0.21479638,-399,33946358
0,0.21475613,-399,33945959
0,0.21467645,-399,33945560
0,0.21465085,-399,33945161
0,0.21455383,-399,33944762
0,0.2145335,-399,33944363
0,0.21452542,-399,33943964
0,0.21429177,-399,33943565
0,0.21426606,-399,33943166
0,0.21410781,-399,33942767
0,0.21408464,-399,33942368
0,0.2140366,-399,33941969
0,0.2136463,-399,33941570
0,0.21335678,-399,33941171
0,0.21335393,-399,33940772
0,0.21334371,-399,33940373
0,0.21334167,-399,33939974
0,0.21292643,-399,33939575
0,0.21288618,-399,33939176
0,0.21278505,-399,33938777
0,0.21276835,-399,33938378
0,0.2127326,-399,33937979
0,0.21270123,-399,33937580
0,0.2126455,-399,33937181
0,0.21258798,-399,33936782
0,0.21228519,-399,33936383
0,0.21225047,-399,33935984
0,0.21209408,-399,33935585
0,0.21205473,-399,33935186
0,0.21198535,-399,33934787
0,0.2118254,-399,33934388
0,0.21164873,-399,33933989
0,0.21152031,-399,33933590
0,0.2114829,-399,33933191
0,0.21144132,-399,33932792
0,0.21126078,-399,33932393
0,0.21115254,-399,33931994
0,0.21109974,-399,33931595
0,0.21107656,-399,33931196
0,0.21106938,-399,33930797
0,0.21106039,-399,33930398
0,0.21102498,-399,33929999
0,0.21101072,-399,33929600
0,0.21095788,-399,33929201
0,0.21087553,-399,33928802
0,0.21083282,-399,33928403
0,0.21079451,-399,33928004
0,0.2107916,-399,33927605
0,0.21068761,-399,33927206
0,0.21061385,-399,33926807
0,0.21053109,-399,33926408
0,0.210401,-399,33926009
0,0.2103005,-399,33925610
0,0.21027982,-399,33925211
0,0.21023951,-399,33924812
0,0.21018332,-399,33924413
0,0.2100473,-399,33924014
0,0.21004307,-399,33923615
0,0.21004249,-399,33923216
0,0.21003582,-399,33922817
0,0.20997758,-399,33922418
0,0.20992866,-399,33922019
0,0.20980781,-399,33921620
0,0.20980321,-399,33921221
0,0.20979317,-399,33920822
0,0.20953915,-399,33920423
0,0.20953268,-399,33920024
0,0.20952834,-399,33919625
0,0.20951243,-399,33919226
0,0.20943575,-399,33918827
0,0.20937033,-399,33918428
0,0.20935607,-399,33918029
0,0.20919915,-399,33917630
0,0.20913485,-399,33917231
0,0.20911342,-399,33916832
0,0.2090903,-399,33916433
0,0.2090903,-399,33916034
0,0.20908087,-399,33915635
0,0.20895864,-399,33915236
0,0.20887677,-399,33914837
0,0.20887673,-399,33914438
0,0.2087155,-399,33914039
0,0.20867537,-399,33913640
0,0.20866714,-399,33913241
0,0.20862032,-399,33912842
0,0.20858583,-399,33912443
0,0.20854448,-399,33912044
0,0.20846786,-399,33911645
0,0.20831048,-399,33911246
0,0.20827332,-399,33910847
0,0.20825398,-399,33910448
0,0.20820631,-399,33910049
1,0.20806433,5864,33915913
0,0.20804594,-399,33915514
0,0.20802623,-399,33915115
0,0.2078093,-399,33914716
0,0.20773613,-399,33914317
0,0.20757876,-399,33913918
0,0.20757867,-399,33913519
0,0.20742819,-399,33913120
0,0.2073699,-399,33912721
0,0.20735152,-399,33912322
0,0.20735152,-399,33911923
0,0.20735103,-399,33911524
0,0.20723276,-399,33911125
0,0.20719807,-399,33910726
0,0.20715174,-399,33910327
0,0.20704633,-399,33909928
0,0.20700428,-399,33909529
0,0.2070001,-399,33909130
0,0.20677646,-399,33908731
1,0.20674795,5864,33914595
0,0.20668958,-399,33914196
0,0.20663635,-399,33913797
0,0.20662032,-399,33913398
0,0.20657493,-399,33912999
0,0.20653301,-399,33912600
0,0.20645149,-399,33912201
0,0.20620935,-399,33911802
0,0.20618618,-399,33911403
0,0.20612977,-399,33911004
0,0.20606959,-399,33910605
0,0.2060574,-399,33910206
0,0.20594367,-399,33909807
0,0.20592101,-399,33909408
0,0.20572673,-399,33909009
0,0.20569105,-399,33908610
0,0.20563152,-399,33908211
0,0.20562628,-399,33907812
0,0.20557575,-399,33907413
0,0.20557575,-399,33907014
0,0.20557575,-399,33906615
0,0.20549478,-399,33906216
0,0.20539969,-399,33905817
0,0.20514733,-399,33905418
0,0.20509471,-399,33905019
0,0.20489745,-399,33904620
0,0.20485927,-399,33904221
0,0.20485489,-399,33903822
0,0.20484793,-399,33903423
0,0.20475318,-399,33903024
0,0.20474237,-399,33902625
0,0.20468865,-399,33902226
0,0.20464416,-399,33901827
0,0.20451887,-399,33901428
0,0.20433575,-399,33901029
0,0.20426309,-399,33900630
0,0.20405532,-399,33900231
0,0.20395042,-399,33899832
0,0.20382823,-399,33899433
0,0.203742,-399,33899034
0,0.20373152,-399,33898635
0,0.2035841,-399,33898236
0,0.20356502,-399,33897837
0,0.20355959,-399,33897438
0,0.20333813,-399,33897039
0,0.20331477,-399,33896640
0,0.20328875,-399,33896241
0,0.20327418,-399,33895842
0,0.20322023,-399,33895443
0,0.20313627,-399,33895044
0,0.20305504,-399,33894645
0,0.2029751,-399,33894246
0,0.20296834,-399,33893847
0,0.20281973,-399,33893448
0,0.2027951,-399,33893049
0,0.20274417,-399,33892650
0,0.20272201,-399,33892251
0,0.20269805,-399,33891852
0,0.20244277,-399,33891453
0,0.20243278,-399,33891054
0,0.20225066,-399,33890655
0,0.20220198,-399,33890256
0,0.20219028,-399,33889857
0,0.20213892,-399,33889458
0,0.2020005,-399,33889059
0,0.20188548,-399,33888660
0,0.20179725,-399,33888261
0,0.20170178,-399,33887862
0,0.20160136,-399,33887463
0,0.20120503,-399,33887064
0,0.20117435,-399,33886665
0,0.20112908,-399,33886266
0,0.20106128,-399,33885867
0,0.20089704,-399,33885468
0,0.20086408,-399,33885069
0,0.20066589,-399,33884670
0,0.20055509,-399,33884271
0,0.20043927,-399,33883872
0,0.2003622,-399,33883473
0,0.20030954,-399,33883074
0,0.20017242,-399,33882675
0,0.20013112,-399,33882276
0,0.20012394,-399,33881877
0,0.19991377,-399,33881478
0,0.19991314,-399,33881079
0,0.19979315,-399,33880680
0,0.19977418,-399,33880281
0,0.19977257,-399,33879882
0,0.19976185,-399,33879483
0,0.19974436,-399,33879084
0,0.19963005,-399,33878685
0,0.19958109,-399,33878286
0,0.19956662,-399,33877887
0,0.19955735,-399,33877488
0,0.19954206,-399,33877089
0,0.19948038,-399,33876690
0,0.19947869,-399,33876291
0,0.19939797,-399,33875892
0,0.19937105,-399,33875493
0,0.19936715,-399,33875094
0,0.19929856,-399,33874695
0,0.19923022,-399,33874296
0,0.19920975,-399,33873897
0,0.19910604,-399,33873498
0,0.19906792,-399,33873099
0,0.19901314,-399,33872700
0,0.19896115,-399,33872301
0,0.19892582,-399,33871902
0,0.19889675,-399,33871503
0,0.19886072,-399,33871104
1,0.1987793,5864,33876968
0,0.19876742,-399,33876569
0,0.19861649,-399,33876170
0,0.19859083,-399,33875771
0,0.19853921,-399,33875372
0,0.19835491,-399,33874973
0,0.19835217,-399,33874574
0,0.19827646,-399,33874175
0,0.19820848,-399,33873776
0,0.19808523,-399,33873377
0,0.19787292,-399,33872978
0,0.19777669,-399,33872579
0,0.19772694,-399,33872180
0,0.19772165,-399,33871781
0,0.19758843,-399,33871382
0,0.19752221,-399,33870983
0,0.1973865,-399,33870584
0,0.197242,-399,33870185
0,0.19716704,-399,33869786
0,0.19708854,-399,33869387
0,0.19705093,-399,33868988
0,0.19700797,-399,33868589
0,0.19700679,-399,33868190
0,0.19693366,-399,33867791
0,0.19693366,-399,33867392
0,0.19687735,-399,33866993
0,0.19683175,-399,33866594
0,0.19669081,-399,33866195
0,0.19662662,-399,33865796
1,0.19661412,5864,33871660
0,0.1965418,-399,33871261
1,0.1965418,5864,33877125
0,0.1965418,-399,33876726
0,0.1965298,-399,33876327
0,0.19650392,-399,33875928
0,0.1964946,-399,33875529
0,0.19608879,-399,33875130
0,0.1960331,-399,33874731
0,0.19578649,-399,33874332
1,0.19572239,5864,33880196
0,0.19569248,-399,33879797
1,0.19540358,5864,33885661
0,0.19540106,-399,33885262
0,0.19539301,-399,33884863
0,0.19535346,-399,33884464
0,0.19528838,-399,33884065
0,0.19527452,-399,33883666
1,0.19525956,5864,33889530
0,0.19522892,-399,33889131
0,0.1951608,-399,33888732
0,0.19510064,-399,33888333
0,0.19506934,-399,33887934
0,0.1950293,-399,33887535
0,0.19499318,-399,33887136
0,0.19492207,-399,33886737
0,0.19474067,-399,33886338
0,0.1947324,-399,33885939
0,0.19467701,-399,33885540
0,0.19467264,-399,33885141
0,0.19462816,-399,33884742
0,0.19456398,-399,33884343
0,0.19452667,-399,33883944
0,0.19448267,-399,33883545
0,0.19447498,-399,33883146
0,0.19447352,-399,33882747
0,0.19442606,-399,33882348
0,0.19435982,-399,33881949
0,0.19428116,-399,33881550
0,0.19423606,-399,33881151
0,0.19420387,-399,33880752
0,0.19413999,-399,33880353
0,0.19413203,-399,33879954
0,0.1940887,-399,33879555
0,0.1940769,-399,33879156
0,0.19399504,-399,33878757
0,0.19392087,-399,33878358
0,0.19391167,-399,33877959
0,0.1939077,-399,33877560
0,0.1939077,-399,33877161
0,0.19384286,-399,33876762
0,0.19383007,-399,33876363
0,0.19376023,-399,33875964
0,0.19370204,-399,33875565
0,0.19365022,-399,33875166
0,0.19364828,-399,33874767
0,0.19358996,-399,33874368
0,0.19343567,-399,33873969
0,0.19330981,-399,33873570
0,0.19328314,-399,33873171
0,0.19325282,-399,33872772
0,0.19321266,-399,33872373
0,0.19317888,-399,33871974
0,0.19313833,-399,33871575
0,0.19309509,-399,33871176
0,0.19292876,-399,33870777
0,0.19282252,-399,33870378
0,0.1926968,-399,33869979
0,0.1926968,-399,33869580
0,0.19269116,-399,33869181
0,0.19267993,-399,33868782
0,0.19244665,-399,33868383
0,0.19241522,-399,33867984
0,0.19240786,-399,33867585
0,0.19223578,-399,33867186
0,0.1922336,-399,33866787
0,0.1921811,-399,33866388
0,0.19216746,-399,33865989
0,0.19216746,-399,33865590
0,0.19213709,-399,33865191
1,0.19209792,5864,33871055
0,0.19190839,-399,33870656
0,0.19190839,-399,33870257
0,0.19189733,-399,33869858
0,0.19186841,-399,33869459
0,0.19186841,-399,33869060
0,0.19181155,-399,33868661
0,0.19172727,-399,33868262
0,0.19169645,-399,33867863
0,0.19165768,-399,33867464
0,0.19164248,-399,33867065
1,0.19156995,5864,33872929
0,0.191521,-399,33872530
0,0.19149697,-399,33872131
0,0.19145672,-399,33871732
0,0.19139946,-399,33871333
0,0.19135469,-399,33870934
0,0.19132638,-399,33870535
0,0.19130129,-399,33870136
0,0.19124569,-399,33869737
0,0.19123688,-399,33869338
0,0.1911581,-399,33868939
0,0.19111256,-399,33868540
0,0.19111256,-399,33868141
0,0.19096988,-399,33867742
0,0.19095638,-399,33867343
1,0.19087665,5864,33873207
0,0.19080855,-399,33872808
0,0.19074394,-399,33872409
0,0.19069374,-399,33872010
0,0.19065212,-399,33871611
1,0.19065212,5864,33877475
0,0.19056433,-399,33877076
0,0.19047837,-399,33876677
0,0.19041732,-399,33876278
0,0.19041193,-399,33875879
0,0.19025789,-399,33875480
0,0.19024327,-399,33875081
0,0.19023097,-399,33874682
0,0.19020373,-399,33874283
0,0.19020297,-399,33873884
0,0.19010107,-399,33873485
0,0.18999751,-399,33873086
0,0.18998562,-399,33872687
0,0.18991809,-399,33872288
0,0.18988046,-399,33871889
0,0.1898293,-399,33871490
0,0.1898268,-399,33871091
0,0.1897686,-399,33870692
0,0.18975388,-399,33870293
0,0.18963483,-399,33869894
0,0.18960609,-399,33869495
0,0.18959557,-399,33869096
0,0.18957819,-399,33868697
0,0.18957026,-399,33868298
0,0.18956292,-399,33867899
0,0.18950668,-399,33867500
0,0.18941857,-399,33867101
0,0.1893365,-399,33866702
0,0.18932873,-399,33866303
0,0.18928726,-399,33865904
0,0.18923813,-399,33865505
1,0.18923208,5864,33871369
0,0.18916419,-399,33870970
0,0.1891525,-399,33870571
0,0.18905975,-399,33870172
0,0.18901303,-399,33869773
0,0.18895338,-399,33869374
0,0.18894365,-399,33868975
0,0.1889093,-399,33868576
0,0.18887743,-399,33868177
0,0.18875046,-399,33867778
0,0.18852723,-399,33867379
0,0.18830937,-399,33866980
1,0.18828434,5864,33872844
0,0.18826932,-399,33872445
0,0.18821672,-399,33872046
0,0.18820883,-399,33871647
0,0.18807681,-399,33871248
0,0.18792948,-399,33870849
0,0.18787478,-399,33870450
0,0.18779714,-399,33870051
0,0.18779714,-399,33869652
0,0.18779714,-399,33869253
0,0.1877642,-399,33868854
0,0.18766169,-399,33868455
0,0.18755966,-399,33868056
0,0.18754008,-399,33867657
0,0.18751912,-399,33867258
0,0.18750797,-399,33866859
0,0.1874358,-399,33866460
0,0.18743233,-399,33866061
0,0.18730047,-399,33865662
0,0.18726502,-399,33865263
0,0.1872578,-399,33864864
0,0.18719222,-399,33864465
0,0.18713474,-399,33864066
0,0.18712519,-399,33863667
0,0.18698452,-399,33863268
0,0.18694855,-399,33862869
0,0.18687057,-399,33862470
0,0.18673348,-399,33862071
0,0.18665569,-399,33861672
0,0.18661919,-399,33861273
0,0.18659817,-399,33860874
0,0.18659447,-399,33860475
0,0.18654455,-399,33860076
1,0.18652394,5864,33865940
0,0.18651927,-399,33865541
0,0.18632789,-399,33865142
0,0.18602584,-399,33864743
0,0.18590115,-399,33864344
0,0.18584618,-399,33863945
0,0.18584473,-399,33863546
0,0.18580317,-399,33863147
0,0.18579428,-399,33862748
0,0.18578744,-399,33862349
0,0.18562448,-399,33861950
0,0.18561006,-399,33861551
0,0.18558766,-399,33861152
0,0.18558381,-399,33860753
0,0.18557248,-399,33860354
0,0.18551195,-399,33859955
0,0.1854363,-399,33859556
0,0.1853619,-399,33859157
0,0.18536054,-399,33858758
0,0.18534313,-399,33858359
0,0.18528323,-399,33857960
0,0.18526925,-399,33857561
0,0.1852499,-399,33857162
0,0.18520929,-399,33856763
0,0.18520278,-399,33856364
0,0.18511297,-399,33855965
0,0.18511064,-399,33855566
0,0.18510152,-399,33855167
0,0.18492448,-399,33854768
0,0.1849149,-399,33854369
0,0.18489209,-399,33853970
0,0.18487485,-399,33853571
0,0.1848479,-399,33853172
0,0.18481182,-399,33852773
0,0.18477233,-399,33852374
0,0.18464243,-399,33851975
0,0.18442585,-399,33851576
1,0.18441235,5864,33857440
0,0.18440102,-399,33857041
0,0.1843755,-399,33856642
0,0.18407114,-399,33856243
0,0.18397722,-399,33855844
0,0.18392065,-399,33855445
0,0.1838949,-399,33855046
0,0.18386291,-399,33854647
0,0.18384948,-399,33854248
0,0.18378696,-399,33853849
0,0.18377388,-399,33853450
0,0.18374604,-399,33853051
0,0.18369794,-399,33852652
0,0.18367073,-399,33852253
0,0.1836183,-399,33851854
0,0.18354076,-399,33851455
0,0.18352002,-399,33851056
0,0.18347162,-399,33850657
0,0.18341768,-399,33850258
0,0.18341033,-399,33849859
0,0.18336374,-399,33849460
0,0.18335496,-399,33849061
0,0.18335496,-399,33848662
0,0.18334883,-399,33848263
0,0.18322611,-399,33847864
1,0.18317655,5864,33853728
0,0.18317337,-399,33853329
0,0.1831378,-399,33852930
0,0.18308003,-399,33852531
0,0.18307695,-399,33852132
0,0.18305144,-399,33851733
0,0.18304169,-399,33851334
0,0.18300068,-399,33850935
0,0.18293503,-399,33850536
0,0.1829007,-399,33850137
0,0.18280101,-399,33849738
0,0.18278615,-399,33849339
1,0.18277419,5864,33855203
0,0.18271406,-399,33854804
0,0.182647,-399,33854405
0,0.18261032,-399,33854006
0,0.18260194,-399,33853607
0,0.18257898,-399,33853208
0,0.18251528,-399,33852809
0,0.1824858,-399,33852410
0,0.18245782,-399,33852011
0,0.18242869,-399,33851612
0,0.18234646,-399,33851213
0,0.18232898,-399,33850814
0,0.18230008,-399,33850415
0,0.18220747,-399,33850016
0,0.18211722,-399,33849617
0,0.18208298,-399,33849218
0,0.18200572,-399,33848819
0,0.18190803,-399,33848420
0,0.18182956,-399,33848021
0,0.1818253,-399,33847622
0,0.1818253,-399,33847223
0,0.18182428,-399,33846824
0,0.18175167,-399,33846425
0,0.18167865,-399,33846026
0,0.1815944,-399,33845627
0,0.18155572,-399,33845228
0,0.18152732,-399,33844829
0,0.18149118,-399,33844430
0,0.1814343,-399,33844031
0,0.1813219,-399,33843632
0,0.18126272,-399,33843233
0,0.18122286,-399,33842834
0,0.18118884,-399,33842435
0,0.18118793,-399,33842036
0,0.18118215,-399,33841637
0,0.18107755,-399,33841238
0,0.18106769,-399,33840839
0,0.1810383,-399,33840440
0,0.18094972,-399,33840041
0,0.18093741,-399,33839642
0,0.18084404,-399,33839243
0,0.18071257,-399,33838844
0,0.18067114,-399,33838445
0,0.18066761,-399,33838046
0,0.18062867,-399,33837647
0,0.18058862,-399,33837248
0,0.18053043,-399,33836849
0,0.18045576,-399,33836450
0,0.18045576,-399,33836051
0,0.18044259,-399,33835652
0,0.18043025,-399,33835253
0,0.18042949,-399,33834854
0,0.18039347,-399,33834455
0,0.18034817,-399,33834056
0,0.18016016,-399,33833657
0,0.18014787,-399,33833258
0,0.18006551,-399,33832859
0,0.17994802,-399,33832460
0,0.17991067,-399,33832061
